Arquivo,Tamanho (KB),Data Modificação
TG103_103001_67111_01832_103_20260101053940_91.13.BIN,139.29,01/01/2026 05:39
TG103_103001_67111_01833_103_20260101175227_91.13.BIN,31.28,01/01/2026 17:52
TG103_103002_67032_01759_103_20260101051422_91.13.BIN,20.90,01/01/2026 05:14
TG103_103002_67032_01760_103_20260101115611_91.13.BIN,34.26,01/01/2026 11:55
TG103_103002_67032_01761_103_20260101235221_91.13.BIN,88.56,01/01/2026 23:51
